make,manufactured,reg_date,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
bmw,2017.0,2017.0,luxury sedan,auto,140.0,1995.0,1.0,17970.0,54334.0,1806.0,70876.0,65000.0,48192.0,49469.0,151600.0
toyota,2018.0,2019.0,suv,auto,170.0,1998.0,1.0,13830.0,30959.0,1210.0,49199.0,40062.0,30806.0,35129.0,131800.0
mitsubishi,2017.0,2017.0,suv,auto,123.0,2360.0,1.0,9590.0,33110.0,1136.0,34694.0,32000.0,20233.0,20327.0,73200.0
bmw,2016.0,2016.0,luxury sedan,auto,180.0,1997.0,2.0,19440.0,56410.0,1210.0,72516.0,76000.0,46870.0,57618.0,142800.0
toyota,2016.0,2016.0,mpv,auto,80.0,1496.0,3.0,9760.0,47020.0,682.0,30237.0,96000.0,20550.0,10770.0,57800.0
toyota,2006.0,2006.0,mpv,auto,97.0,1794.0,2.0,7510.0,46048.0,1458.0,21952.0,122000.0,19937.0,21931.0,39400.0
mazda,2015.0,2015.0,mid-sized sedan,auto,88.0,1496.0,2.0,9420.0,59200.0,682.0,32161.0,86888.0,15030.0,10030.0,49500.0
honda,2018.0,2019.0,stationwagon,auto,101.0,1496.0,1.0,9970.0,31001.0,682.0,33676.0,28000.0,23129.0,14381.0,88900.0
mercedes-benz,2021.0,2021.0,sports car,auto,310.0,1991.0,1.0,27800.0,46790.0,1202.0,115329.0,23.0,66430.0,91574.0,355300.0
mitsubishi,2018.0,2019.0,suv,auto,120.0,1499.0,1.0,10690.0,31001.0,684.0,44852.0,59000.0,26307.0,28830.0,104000.0
mercedes-benz,2009.0,2009.0,luxury sedan,auto,135.0,1796.0,4.0,8350.0,37502.0,1169.0,30464.0,126000.0,51202.0,51202.0,74600.0
toyota,2018.0,2018.0,mpv,auto,100.0,1797.0,1.0,15080.0,37605.0,974.0,46878.0,50000.0,33355.0,28697.0,127600.0
hyundai,2012.0,2012.0,hatchback,auto,103.0,1591.0,1.0,12360.0,59003.0,738.0,15736.0,103000.0,16355.0,16355.0,24500.0
toyota,2020.0,2020.0,mid-sized sedan,auto,96.0,1598.0,1.0,7910.0,20334.0,242.0,35457.0,4500.0,21714.0,22400.0,92200.0
lamborghini,2011.0,2011.0,sports car,auto,412.0,5204.0,6.0,33310.0,47316.0,6417.0,45592.0,61000.0,255791.0,255791.0,353100.0
citroen,2013.0,2014.0,luxury sedan,auto,84.0,1560.0,2.0,9890.0,60002.0,1144.0,26259.0,99813.0,27356.0,15299.0,39400.0
toyota,2015.0,2015.0,mid-sized sedan,auto,90.0,1598.0,2.0,10200.0,56001.0,742.0,37877.0,117950.0,19589.0,19589.0,59200.0
mitsubishi,2010.0,2010.0,mid-sized sedan,auto,114.0,1998.0,2.0,9030.0,16784.0,1452.0,12268.0,116000.0,21747.0,21747.0,36300.0
porsche,2020.0,2020.0,suv,auto,260.0,2995.0,1.0,35230.0,40301.0,2380.0,112065.0,88.0,76663.0,109994.0,415700.0
mercedes-benz,2015.0,2015.0,luxury sedan,auto,90.0,1595.0,1.0,15920.0,55889.0,740.0,39417.0,120000.0,28034.0,26248.0,84500.0
honda,2018.0,2018.0,stationwagon,auto,97.0,1496.0,2.0,9310.0,36426.0,682.0,31390.0,79000.0,18774.0,8774.0,74600.0
hyundai,2018.0,2018.0,mid-sized sedan,auto,93.8,1591.0,1.0,6790.0,11457.0,238.0,16341.0,43997.0,10894.0,10894.0,59300.0
audi,2017.0,2017.0,luxury sedan,auto,85.0,999.0,1.0,13600.0,41761.0,392.0,37793.0,71360.0,24475.0,16265.0,100700.0
volvo,2017.0,2017.0,luxury sedan,auto,187.0,1969.0,1.0,14940.0,54000.0,1176.0,64092.0,88000.0,37616.0,44663.0,117700.0
bentley,2014.0,2015.0,sports car,auto,460.0,5998.0,5.0,55630.0,78001.0,7074.0,255267.0,38000.0,209078.0,348341.0,426800.0
renault,2016.0,2017.0,mid-sized sedan,auto,81.0,1461.0,1.0,9510.0,48401.0,1048.0,30377.0,89000.0,19300.0,5000.0,60300.0
peugeot,2016.0,2016.0,suv,auto,88.0,1560.0,2.0,9230.0,50991.0,1144.0,35419.0,49000.0,21456.0,12039.0,59200.0
mercedes-benz,2009.0,2010.0,luxury sedan,auto,135.0,1796.0,4.0,8110.0,39313.0,1169.0,32851.0,124875.0,50195.0,50195.0,74600.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,135.0,1991.0,1.0,19040.0,48209.0,1202.0,65043.0,55000.0,44702.0,49583.0,148300.0
mitsubishi,2017.0,2017.0,suv,auto,123.0,2360.0,1.0,10950.0,57414.0,1636.0,50957.0,57271.0,19746.0,19746.0,86700.0
maserati,2016.0,2017.0,suv,auto,202.0,2987.0,1.0,28910.0,52000.0,3366.0,133648.0,31500.0,91422.0,136560.0,266200.0
toyota,2008.0,2009.0,mid-sized sedan,auto,81.0,1496.0,4.0,6840.0,12864.0,887.0,6351.0,131000.0,15740.0,15740.0,18600.0
nissan,2015.0,2016.0,mid-sized sedan,auto,73.0,1498.0,1.0,9000.0,47889.0,684.0,32748.0,30000.0,14882.0,14882.0,54300.0
honda,2018.0,2019.0,hatchback,auto,73.0,1317.0,1.0,8310.0,25920.0,578.0,24514.0,52868.0,16713.0,6713.0,72400.0
bmw,2019.0,2019.0,luxury sedan,auto,190.0,1998.0,2.0,19960.0,52502.0,1210.0,86090.0,22443.0,51243.0,64238.0,208800.0
toyota,2017.0,2017.0,hatchback,auto,90.0,1797.0,2.0,11450.0,54406.0,974.0,35246.0,47228.0,27148.0,5000.0,75700.0
honda,2017.0,2018.0,suv,auto,112.0,1496.0,1.0,10220.0,32429.0,682.0,38506.0,18303.0,27639.0,20695.0,91100.0
kia,2009.0,2009.0,mid-sized sedan,manual,92.7,1591.0,3.0,6400.0,14664.0,886.0,8654.0,109000.0,10304.0,6203.0,20800.0
bmw,2019.0,2020.0,suv,auto,375.0,2993.0,1.0,35030.0,35001.0,2378.0,137366.0,6800.0,94025.0,141245.0,424100.0
kia,2019.0,2020.0,luxury sedan,auto,182.0,1998.0,1.0,15290.0,37705.0,1210.0,61096.0,48600.0,33461.0,38846.0,163900.0
mercedes-benz,2010.0,2011.0,luxury sedan,auto,150.0,1796.0,3.0,9480.0,34935.0,1071.0,31681.0,144000.0,56884.0,56884.0,94600.0
mercedes-benz,2018.0,2019.0,mpv,auto,155.0,1991.0,1.0,20690.0,48010.0,1202.0,86186.0,7300.0,51794.0,65230.0,212500.0
mclaren,2015.0,2016.0,sports car,auto,419.0,3799.0,3.0,69280.0,51000.0,3636.0,299426.0,23000.0,235081.0,395146.0,565200.0
bmw,2019.0,2019.0,suv,auto,185.0,1998.0,1.0,21090.0,38602.0,1210.0,80243.0,26000.0,52135.0,65843.0,221700.0
honda,2016.0,2017.0,suv,auto,112.0,1496.0,2.0,10440.0,52807.0,682.0,34870.0,54000.0,22327.0,5000.0,70400.0
mercedes-benz,2008.0,2008.0,luxury sedan,auto,150.0,2497.0,3.0,7980.0,38712.0,2514.0,26091.0,157000.0,54643.0,54643.0,59200.0
honda,2009.0,2009.0,hatchback,auto,73.0,1339.0,3.0,7650.0,13943.0,767.0,7587.0,134800.0,13895.0,13895.0,22900.0
toyota,2019.0,2020.0,mpv,auto,100.0,1797.0,1.0,13620.0,37109.0,974.0,52559.0,22500.0,33187.0,28462.0,141700.0
hyundai,2017.0,2017.0,mid-sized sedan,auto,93.8,1591.0,1.0,8990.0,42339.0,738.0,35686.0,55000.0,11900.0,11900.0,69100.0
kia,2008.0,2009.0,hatchback,auto,47.1,1086.0,4.0,5140.0,26047.0,575.0,19261.0,156000.0,8493.0,8493.0,41800.0
mazda,2018.0,2018.0,luxury sedan,auto,121.0,1998.0,1.0,10520.0,31301.0,1210.0,36780.0,45000.0,19208.0,19208.0,93300.0
toyota,2008.0,2008.0,mid-sized sedan,auto,80.0,1497.0,4.0,8560.0,16170.0,889.0,6725.0,171000.0,13175.0,13175.0,19600.0
bentley,2015.0,2016.0,luxury sedan,auto,395.0,6752.0,1.0,94060.0,47604.0,8254.0,443529.0,25118.0,349976.0,601957.0,812700.0
peugeot,2014.0,2015.0,mpv,auto,84.0,1560.0,1.0,9010.0,64700.0,1144.0,29302.0,90000.0,22585.0,8619.0,41000.0
toyota,2016.0,2016.0,mpv,auto,134.0,2494.0,1.0,17530.0,49000.0,1792.0,62672.0,95775.0,45427.0,55598.0,124100.0
toyota,2013.0,2014.0,mpv,auto,125.0,2362.0,2.0,16220.0,77501.0,1638.0,40120.0,93000.0,32252.0,37153.0,62500.0
bmw,2017.0,2017.0,mpv,auto,85.0,1496.0,1.0,12540.0,42801.0,1082.0,45488.0,61852.0,32369.0,27317.0,95600.0
subaru,2017.0,2017.0,stationwagon,auto,125.0,1600.0,1.0,12650.0,50001.0,744.0,49373.0,109500.0,23825.0,25355.0,98500.0
toyota,2009.0,2009.0,mpv,auto,97.0,1794.0,4.0,8400.0,15967.0,1264.0,7909.0,147000.0,18803.0,18803.0,22900.0
mercedes-benz,2010.0,2010.0,luxury sedan,auto,115.0,1796.0,3.0,9120.0,32914.0,1071.0,29514.0,108800.0,38917.0,38917.0,90000.0
subaru,2007.0,2007.0,stationwagon,auto,184.0,2457.0,5.0,10750.0,50451.0,2450.0,30920.0,175888.0,30411.0,33453.0,72500.0
toyota,2008.0,2008.0,mpv,auto,97.0,1794.0,3.0,8300.0,16061.0,1264.0,7278.0,118569.0,24394.0,24394.0,20700.0
mercedes-benz,2014.0,2015.0,luxury sedan,auto,115.0,1595.0,1.0,18340.0,74389.0,740.0,46844.0,53684.0,36630.0,33282.0,86700.0
mitsubishi,2008.0,2010.0,sports car,auto,206.0,1998.0,3.0,15050.0,32914.0,1331.0,29695.0,140000.0,46011.0,46011.0,149400.0
toyota,2008.0,2008.0,mid-sized sedan,manual,81.0,1496.0,3.0,7540.0,19096.0,955.0,6487.0,180000.0,11662.0,10271.0,14100.0
honda,2018.0,2018.0,hatchback,auto,101.0,1496.0,1.0,9170.0,32311.0,682.0,28791.0,53000.0,17966.0,7966.0,75700.0
lamborghini,2010.0,2010.0,sports car,auto,412.0,5204.0,6.0,36000.0,38216.0,6417.0,34918.0,49000.0,213298.0,213298.0,361800.0
toyota,2009.0,2009.0,mid-sized sedan,auto,80.0,1497.0,5.0,8100.0,15287.0,821.0,9742.0,160254.0,12717.0,12717.0,28400.0
honda,2016.0,2016.0,suv,auto,96.0,1496.0,2.0,9230.0,50000.0,682.0,41093.0,71500.0,23790.0,20306.0,63700.0
mitsubishi,2008.0,2008.0,mid-sized sedan,auto,80.0,1499.0,3.0,8310.0,38214.0,958.0,26132.0,169888.0,16230.0,16230.0,62500.0
mclaren,2012.0,2012.0,sports car,auto,441.0,3798.0,3.0,318430.0,92050.0,3634.0,144176.0,22000.0,274432.0,274432.0,415800.0
honda,2016.0,2016.0,suv,auto,112.0,1496.0,1.0,11200.0,56500.0,682.0,32155.0,48000.0,29371.0,5000.0,64700.0
porsche,2006.0,2006.0,sports car,auto,261.0,3824.0,6.0,37890.0,56053.0,5511.0,29424.0,142666.0,152381.0,167620.0,218800.0
toyota,2008.0,2008.0,mpv,auto,97.0,1794.0,6.0,8840.0,16140.0,1264.0,6898.0,150000.0,18803.0,18803.0,20800.0
audi,2009.0,2010.0,suv,auto,155.0,1984.0,6.0,9630.0,39463.0,1433.0,33116.0,149237.0,45636.0,45636.0,88900.0
audi,2018.0,2018.0,suv,auto,110.0,1395.0,1.0,13130.0,32302.0,624.0,47461.0,50000.0,28723.0,32213.0,121900.0
honda,2016.0,2017.0,hatchback,auto,96.0,1498.0,1.0,10060.0,49751.0,684.0,36371.0,49883.0,17528.0,12528.0,66900.0
lexus,2019.0,2019.0,suv,auto,175.0,1998.0,1.0,19660.0,40001.0,1210.0,80271.0,31000.0,51254.0,64258.0,208800.0
honda,2016.0,2016.0,hatchback,auto,96.0,1498.0,1.0,10020.0,52668.0,684.0,37014.0,92985.0,17528.0,12528.0,64700.0
subaru,2018.0,2018.0,suv,auto,110.0,1995.0,1.0,10800.0,33900.0,1208.0,33344.0,58621.0,13462.0,13462.0,88900.0
bmw,2014.0,2016.0,suv,auto,225.0,2979.0,3.0,21800.0,45009.0,2362.0,78391.0,72000.0,61676.0,83017.0,153800.0
honda,2019.0,2020.0,mpv,auto,101.0,1496.0,1.0,16640.0,40101.0,682.0,56121.0,88.0,27019.0,29827.0,170500.0
honda,2016.0,2018.0,mpv,auto,110.0,1496.0,1.0,11770.0,42322.0,682.0,50338.0,51804.0,27417.0,30384.0,101000.0
bmw,2014.0,2014.0,luxury sedan,auto,180.0,1997.0,2.0,20250.0,69001.0,1210.0,55931.0,93000.0,51234.0,59222.0,98800.0
citroen,2014.0,2015.0,mpv,auto,121.4,1598.0,3.0,9560.0,58109.0,742.0,38720.0,121000.0,26537.0,24152.0,55000.0
honda,2019.0,2019.0,mid-sized sedan,auto,92.0,1597.0,1.0,9970.0,32725.0,742.0,41251.0,27000.0,20084.0,20118.0,98800.0
mitsubishi,2009.0,2010.0,mid-sized sedan,auto,79.0,1584.0,3.0,8010.0,16438.0,881.0,12637.0,131000.0,13499.0,13499.0,33900.0
bmw,2019.0,2020.0,suv,auto,135.0,1998.0,1.0,18770.0,41510.0,1210.0,74694.0,15000.0,41033.0,49447.0,214300.0
honda,2016.0,2016.0,mpv,auto,129.0,2356.0,2.0,13760.0,57390.0,1630.0,52689.0,77249.0,31189.0,35665.0,93300.0
bmw,2019.0,2020.0,luxury sedan,auto,135.0,1998.0,1.0,18690.0,32500.0,1210.0,75457.0,17700.0,51807.0,65253.0,217600.0
opel,2017.0,2019.0,mpv,auto,103.0,1364.0,1.0,9730.0,31809.0,606.0,43252.0,30000.0,24996.0,26995.0,94400.0
volvo,2014.0,2015.0,luxury sedan,auto,84.0,1560.0,2.0,11440.0,62002.0,1144.0,33205.0,113500.0,29416.0,18183.0,53400.0
subaru,2017.0,2018.0,hatchback,auto,115.0,1995.0,2.0,8950.0,37010.0,1208.0,35478.0,28000.0,14776.0,14776.0,73000.0
mitsubishi,2007.0,2008.0,mid-sized sedan,auto,114.0,1998.0,3.0,7600.0,52271.0,1694.0,33554.0,158022.0,17722.0,17722.0,53700.0
bmw,2014.0,2015.0,suv,auto,135.0,1997.0,3.0,16430.0,68668.0,1210.0,49776.0,89800.0,33661.0,39126.0,85600.0
mercedes-benz,2014.0,2015.0,luxury sedan,auto,155.0,1991.0,2.0,17240.0,77600.0,1202.0,62995.0,49150.0,46713.0,52399.0,99600.0
honda,2016.0,2016.0,hatchback,auto,73.0,1318.0,2.0,9150.0,53694.0,578.0,33612.0,110000.0,15799.0,10799.0,54800.0
mercedes-benz,2015.0,2016.0,suv,auto,115.0,1595.0,1.0,16220.0,47604.0,740.0,41927.0,58000.0,29776.0,28687.0,97700.0
kia,2020.0,2020.0,suv,auto,103.0,1353.0,1.0,10240.0,41510.0,600.0,50888.0,18555.0,17660.0,17660.0,111900.0
citroen,2016.0,2016.0,mpv,auto,88.0,1560.0,1.0,10570.0,52668.0,1144.0,37369.0,76000.0,25797.0,13116.0,68000.0
audi,2017.0,2017.0,luxury sedan,auto,110.0,1395.0,1.0,13860.0,49802.0,624.0,49818.0,62000.0,32494.0,27492.0,104500.0
bmw,2016.0,2016.0,luxury sedan,auto,100.0,1499.0,2.0,13420.0,57002.0,684.0,47924.0,88102.0,27352.0,25293.0,88900.0
hyundai,2009.0,2009.0,mid-sized sedan,auto,89.7,1591.0,4.0,7340.0,12763.0,959.0,6609.0,153354.0,11974.0,90.0,20900.0
kia,2009.0,2009.0,mid-sized sedan,auto,92.7,1591.0,3.0,8100.0,14920.0,959.0,8396.0,130665.0,11168.0,3545.0,25100.0
mitsubishi,2019.0,2019.0,hatchback,auto,59.0,1193.0,1.0,7330.0,26667.0,506.0,25007.0,41000.0,15122.0,5122.0,66800.0
mitsubishi,2008.0,2009.0,mid-sized sedan,auto,80.0,1499.0,3.0,7150.0,13786.0,889.0,6481.0,184000.0,18835.0,18835.0,18500.0
bmw,2017.0,2018.0,luxury sedan,auto,185.0,1998.0,2.0,19680.0,39903.0,1210.0,71125.0,51274.0,54462.0,60032.0,174700.0
honda,2015.0,2016.0,suv,auto,96.0,1496.0,1.0,11020.0,43000.0,682.0,26574.0,108000.0,20078.0,10110.0,60500.0
kia,2009.0,2009.0,mid-sized sedan,auto,92.7,1591.0,4.0,7270.0,13088.0,959.0,7021.0,200000.0,13989.0,13989.0,21400.0
subaru,2014.0,2015.0,suv,auto,84.0,1600.0,2.0,10730.0,62002.0,744.0,28878.0,76000.0,16317.0,11317.0,47200.0
toyota,2018.0,2019.0,suv,auto,90.0,1797.0,1.0,10290.0,34509.0,974.0,40641.0,19000.0,27008.0,19812.0,95500.0
volkswagen,2017.0,2017.0,suv,auto,110.0,1395.0,2.0,15330.0,57390.0,624.0,62277.0,41000.0,30689.0,34965.0,125200.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,115.0,1595.0,2.0,16550.0,50110.0,740.0,62138.0,88000.0,37239.0,44135.0,129800.0
nissan,2017.0,2017.0,hatchback,auto,85.0,1197.0,2.0,8810.0,36001.0,508.0,27388.0,70000.0,17532.0,7532.0,62700.0
honda,2015.0,2016.0,suv,auto,96.0,1496.0,2.0,10870.0,54301.0,682.0,29812.0,61800.0,18754.0,8754.0,57000.0
toyota,2016.0,2017.0,mpv,auto,80.0,1496.0,2.0,10290.0,46489.0,682.0,36566.0,52000.0,22160.0,13024.0,72400.0
hyundai,2018.0,2018.0,mid-sized sedan,auto,93.8,1591.0,1.0,6860.0,8000.0,238.0,15255.0,17416.0,12628.0,12628.0,61500.0
honda,2016.0,2016.0,hatchback,auto,96.0,1498.0,2.0,10350.0,46009.0,684.0,29282.0,72000.0,16255.0,11255.0,59200.0
mercedes-benz,2014.0,2014.0,hatchback,auto,90.0,1595.0,2.0,16020.0,76999.0,740.0,30471.0,116000.0,24797.0,16716.0,56000.0
bmw,2019.0,2020.0,suv,auto,375.0,2993.0,1.0,34030.0,41101.0,2378.0,144028.0,16000.0,94025.0,141245.0,424600.0
mercedes-benz,2017.0,2017.0,sports car,auto,135.0,1991.0,1.0,22270.0,48109.0,1202.0,93843.0,12790.0,62593.0,84668.0,201100.0
mazda,2018.0,2018.0,luxury sedan,auto,141.0,2488.0,1.0,10920.0,38501.0,1786.0,44596.0,76000.0,23503.0,24905.0,94600.0
mercedes-benz,2010.0,2011.0,luxury sedan,auto,135.0,1796.0,2.0,8240.0,47316.0,1071.0,45825.0,120550.0,53923.0,53923.0,87800.0
honda,2008.0,2009.0,mpv,auto,103.0,1799.0,4.0,8850.0,15777.0,1271.0,7417.0,120000.0,23116.0,21049.0,22900.0
bmw,2017.0,2017.0,luxury sedan,auto,185.0,1998.0,1.0,19600.0,53300.0,1210.0,74581.0,92000.0,48540.0,59956.0,152800.0
honda,2008.0,2008.0,hatchback,auto,88.0,1497.0,5.0,6710.0,27571.0,889.0,20055.0,131500.0,21533.0,21533.0,53700.0
bmw,2017.0,2017.0,hatchback,auto,165.0,1499.0,1.0,12910.0,53711.0,684.0,54009.0,50000.0,35632.0,26885.0,104300.0
honda,2019.0,2020.0,stationwagon,auto,95.0,1496.0,1.0,9380.0,32699.0,682.0,35991.0,15022.0,20514.0,10720.0,94100.0
peugeot,2017.0,2017.0,hatchback,auto,96.0,1199.0,1.0,9060.0,46791.0,508.0,38351.0,38000.0,21472.0,12061.0,69100.0
hyundai,2016.0,2016.0,mid-sized sedan,auto,73.6,1368.0,1.0,8630.0,43000.0,608.0,27572.0,72000.0,11636.0,11636.0,49300.0
bmw,2015.0,2015.0,luxury sedan,auto,240.0,2998.0,2.0,27190.0,60001.0,2384.0,71483.0,88000.0,51740.0,65132.0,164900.0
bmw,2011.0,2011.0,luxury sedan,auto,100.0,1995.0,2.0,7460.0,49716.0,1329.0,48558.0,63732.0,30911.0,30911.0,80100.0
mercedes-benz,2020.0,2021.0,luxury sedan,auto,145.0,1991.0,1.0,18720.0,41510.0,1202.0,93686.0,4200.0,56125.0,73025.0,233200.0
kia,2019.0,2019.0,mid-sized sedan,auto,93.8,1591.0,1.0,8500.0,34001.0,738.0,38707.0,44000.0,14510.0,14510.0,84500.0
lexus,2018.0,2018.0,suv,auto,127.0,1987.0,2.0,13580.0,31001.0,1198.0,53418.0,20000.0,35007.0,41010.0,131800.0
land rover,2019.0,2020.0,suv,auto,147.0,1997.0,1.0,19250.0,34989.0,1210.0,67811.0,26532.0,43642.0,53099.0,216500.0
mazda,2017.0,2017.0,mpv,auto,111.0,1998.0,1.0,9750.0,50000.0,1210.0,43514.0,79638.0,17222.0,17222.0,75100.0
lexus,2007.0,2007.0,suv,auto,203.0,3456.0,3.0,7750.0,50347.0,4650.0,27822.0,170000.0,51159.0,56275.0,47100.0
honda,2018.0,2018.0,mid-sized sedan,auto,92.0,1597.0,2.0,10600.0,38000.0,742.0,40685.0,52000.0,19890.0,19890.0,90000.0
volvo,2016.0,2016.0,luxury sedan,auto,90.0,1498.0,2.0,10780.0,52503.0,684.0,44746.0,60000.0,24806.0,26729.0,73500.0
honda,2020.0,2020.0,hatchback,auto,73.0,1318.0,1.0,8070.0,32999.0,578.0,34468.0,19000.0,17094.0,7094.0,82300.0
hyundai,2019.0,2020.0,mid-sized sedan,auto,73.6,1368.0,1.0,7520.0,33000.0,608.0,36483.0,9000.0,9189.0,9189.0,79200.0
mercedes-benz,2020.0,2021.0,sports car,auto,430.0,3982.0,1.0,79700.0,60109.0,3922.0,345349.0,88.0,227747.0,381945.0,1069000.0
peugeot,2012.0,2012.0,hatchback,auto,115.0,1598.0,3.0,10840.0,59421.0,742.0,15214.0,97600.0,19292.0,19292.0,21800.0
porsche,2017.0,2017.0,suv,auto,220.0,3598.0,2.0,32900.0,54405.0,3322.0,126440.0,49048.0,86426.0,127567.0,274800.0
hyundai,2016.0,2016.0,mid-sized sedan,auto,93.8,1591.0,1.0,8930.0,45000.0,738.0,32855.0,84000.0,17294.0,17294.0,54800.0
mitsubishi,2009.0,2011.0,sports car,auto,217.0,1998.0,5.0,15030.0,34935.0,1331.0,31805.0,146000.0,53745.0,53745.0,150500.0
bmw,2018.0,2019.0,mpv,auto,80.0,1499.0,1.0,11100.0,26170.0,684.0,46270.0,75000.0,31412.0,35977.0,109800.0
mitsubishi,2019.0,2020.0,mid-sized sedan,auto,59.0,1193.0,1.0,7060.0,32699.0,506.0,32919.0,11000.0,14484.0,5000.0,72000.0
mazda,2016.0,2016.0,mid-sized sedan,auto,88.0,1496.0,1.0,9560.0,36351.0,682.0,26417.0,63000.0,18865.0,13865.0,56000.0
honda,2017.0,2017.0,mpv,auto,101.0,1496.0,1.0,12320.0,57501.0,682.0,39726.0,35649.0,25621.0,5000.0,87800.0
bmw,2010.0,2010.0,luxury sedan,auto,150.0,2497.0,3.0,9420.0,33568.0,1976.0,29154.0,146000.0,46953.0,46953.0,90000.0
land rover,2015.0,2016.0,suv,auto,177.0,1999.0,3.0,15920.0,47510.0,1212.0,79525.0,52000.0,61459.0,82627.0,126300.0
toyota,2019.0,2019.0,mid-sized sedan,auto,79.0,1496.0,1.0,8420.0,32309.0,682.0,36772.0,34000.0,13787.0,13787.0,83400.0
honda,2017.0,2018.0,suv,auto,96.0,1496.0,1.0,9770.0,42339.0,682.0,41318.0,35188.0,19116.0,19116.0,79000.0
mercedes-benz,2020.0,2020.0,luxury sedan,auto,96.0,1332.0,1.0,15250.0,38504.0,586.0,64379.0,5000.0,33180.0,38452.0,176000.0
volkswagen,2011.0,2011.0,sports car,auto,118.0,1390.0,2.0,6970.0,42283.0,620.0,40951.0,117200.0,25765.0,25765.0,74200.0
volkswagen,2011.0,2011.0,sports car,auto,188.0,1984.0,5.0,11540.0,40714.0,1194.0,38093.0,110000.0,36132.0,36132.0,118800.0
mercedes-benz,2016.0,2016.0,mpv,auto,140.0,2143.0,1.0,17190.0,51010.0,2038.0,86143.0,30000.0,64413.0,87944.0,139500.0
infiniti,2016.0,2017.0,hatchback,auto,80.0,1461.0,3.0,10640.0,42339.0,1048.0,41539.0,67000.0,26987.0,19782.0,84700.0
hyundai,2008.0,2008.0,suv,auto,104.0,1975.0,3.0,8440.0,18953.0,1539.0,7000.0,141677.0,15835.0,14539.0,17100.0
kia,2019.0,2019.0,suv,auto,88.3,998.0,1.0,7600.0,9659.0,70.0,13071.0,19500.0,17563.0,7563.0,68200.0
lexus,2016.0,2016.0,suv,auto,175.0,1998.0,2.0,17050.0,45009.0,1210.0,60799.0,60253.0,47057.0,57880.0,116400.0
bmw,2019.0,2020.0,suv,auto,135.0,1998.0,2.0,19210.0,35001.0,1210.0,68289.0,8000.0,41033.0,49447.0,215600.0
toyota,2014.0,2015.0,mpv,auto,125.0,2362.0,1.0,16270.0,76904.0,1638.0,58028.0,72000.0,41542.0,50159.0,88900.0
porsche,2015.0,2015.0,suv,auto,250.0,2997.0,2.0,31580.0,60001.0,2382.0,115476.0,53000.0,87607.0,129693.0,214300.0
mitsubishi,2019.0,2019.0,mid-sized sedan,auto,59.0,1193.0,1.0,6020.0,9667.0,70.0,11425.0,15900.0,13930.0,5000.0,55300.0
audi,2020.0,2021.0,luxury sedan,auto,110.0,1984.0,1.0,14270.0,49489.0,1194.0,76713.0,3700.0,34789.0,40705.0,170500.0
bmw,2016.0,2016.0,suv,auto,141.0,1998.0,2.0,14900.0,55501.0,1210.0,57740.0,48000.0,33667.0,39134.0,105400.0
mazda,2016.0,2016.0,mid-sized sedan,auto,88.0,1496.0,1.0,9730.0,48000.0,682.0,36352.0,71436.0,19593.0,14593.0,64700.0
jaguar,2014.0,2015.0,sports car,auto,280.0,2995.0,1.0,32120.0,70890.0,2380.0,113577.0,23892.0,91631.0,136936.0,197800.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,110.0,1950.0,1.0,18130.0,31809.0,1734.0,72986.0,18040.0,52734.0,66922.0,183700.0
rolls-royce,2016.0,2016.0,sports car,auto,420.0,6592.0,2.0,121430.0,58201.0,8004.0,577554.0,15000.0,421688.0,731039.0,1078000.0
maserati,2014.0,2015.0,luxury sedan,auto,243.0,2979.0,1.0,30260.0,79500.0,2362.0,102688.0,39000.0,78658.0,113585.0,185700.0
nissan,2016.0,2016.0,suv,auto,106.0,1997.0,1.0,11300.0,56500.0,1210.0,46762.0,69000.0,23227.0,24518.0,75900.0
subaru,2017.0,2017.0,suv,auto,110.0,1995.0,1.0,10850.0,49189.0,1208.0,40479.0,19500.0,13399.0,13399.0,81200.0
hyundai,2020.0,2020.0,suv,auto,136.0,2359.0,1.0,14030.0,37705.0,1634.0,65179.0,28000.0,36199.0,42679.0,159300.0
mercedes-benz,2016.0,2016.0,luxury sedan,auto,135.0,1991.0,1.0,18080.0,47000.0,1202.0,53211.0,59000.0,40194.0,43272.0,120800.0
suzuki,2007.0,2007.0,hatchback,manual,92.0,1586.0,6.0,9860.0,25115.0,1104.0,3413.0,165000.0,15312.0,16844.0,7400.0
volkswagen,2018.0,2018.0,hatchback,auto,85.0,999.0,2.0,9330.0,25501.0,392.0,32907.0,19200.0,18995.0,18995.0,85600.0
mitsubishi,2016.0,2016.0,mid-sized sedan,auto,57.0,1193.0,1.0,7610.0,55200.0,506.0,30631.0,79193.0,14260.0,5000.0,43900.0
bmw,2012.0,2012.0,luxury sedan,auto,225.0,2979.0,3.0,27820.0,86889.0,2362.0,37690.0,81900.0,61996.0,61996.0,58100.0
volkswagen,2009.0,2010.0,sports car,auto,118.0,1390.0,6.0,9920.0,15988.0,744.0,10723.0,140000.0,23944.0,23944.0,36600.0
nissan,2015.0,2015.0,suv,auto,106.0,1997.0,1.0,11880.0,57501.0,1210.0,40650.0,88000.0,21714.0,22400.0,69100.0
