,make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
137,bmw,318i,2015.0,02-mar-2016,luxury sedan,parf car,auto,1425.0,100.0,,1499.0,2.0,12710.0,44001.0,684.0,34770.0,116000.0,26979.0,24771.0,76800.0
138,honda,jazz,2008.0,11-jun-2009,hatchback,coe car,auto,1060.0,73.0,,1339.0,3.0,8600.0,13943.0,767.0,7716.0,129000.0,20064.0,20064.0,26200.0
139,jaguar,xe,2015.0,26-jan-2016,luxury sedan,"parf car, premium ad car",auto,1574.0,132.0,diesel,1999.0,2.0,11960.0,50089.0,1812.0,53772.0,117170.0,45420.0,45588.0,82500.0
140,mini,cooper,2008.0,08-sep-2009,sports car,"coe car, consignment car, low mileage car",auto,1155.0,128.0,,1598.0,4.0,10060.0,29328.0,890.0,23527.0,103500.0,35294.0,35294.0,88800.0
141,nissan,qashqai,2018.0,21-jun-2018,suv,"parf car, premium ad car, low mileage car",auto,1325.0,85.0,,1197.0,2.0,9890.0,33308.0,508.0,38151.0,31000.0,20399.0,20559.0,85600.0
142,,cerato,2017.0,15-aug-2017,mid-sized sedan,parf car,auto,1295.0,95.3,,1591.0,1.0,8930.0,44002.0,738.0,35955.0,44000.0,12899.0,12899.0,65800.0
143,bmw,116i,2012.0,16-jul-2012,hatchback,coe car,auto,1310.0,100.0,,1598.0,4.0,7480.0,41823.61992102917,742.0,44184.92604233483,120000.0,26295.0,26295.0,82300.0
144,lexus,gs,2009.0,31-aug-2009,luxury sedan,"coe car, hybrid cars",auto,1860.0,218.0,petrol-electric,3456.0,2.0,14484.37163485071,39936.0,3720.0,44184.92604233483,73207.97487437187,69214.0,41529.0,79400.0
145,mercedes-benz,amg,2016.0,16-may-2017,luxury sedan,parf car,auto,1615.0,155.0,,1991.0,2.0,19820.0,54406.0,1202.0,91669.0,73000.0,60393.0,80708.0,169200.0
146,bmw,528i,2016.0,27-may-2016,luxury sedan,parf car,auto,1615.0,180.0,,1997.0,3.0,16910.0,49501.0,1210.0,62862.0,71000.0,45870.0,56218.0,119400.0
147,toyota,corolla,2008.0,04-mar-2009,mid-sized sedan,coe car,auto,1130.0,81.0,,1496.0,4.0,8240.0,12763.0,887.0,6441.0,161400.0,17140.0,17140.0,22900.0
148,volkswagen,scirocco,2011.0,18-nov-2011,sports car,"coe car, low mileage car",auto,1285.0,118.0,,1390.0,2.0,7090.0,41823.61992102917,620.0,44184.92604233483,90000.0,25278.0,25278.0,78000.0
149,honda,jazz,2018.0,19-oct-2018,hatchback,"parf car, low mileage car",auto,1088.0,96.0,,1498.0,1.0,9450.0,30209.0,684.0,34353.0,23000.0,17135.0,17135.0,83400.0
150,audi,a3,2015.0,27-nov-2015,luxury sedan,"parf car, premium ad car",auto,1310.0,92.0,,1395.0,2.0,11370.0,59200.0,624.0,39526.0,122000.0,27587.0,20622.0,64400.0
151,audi,rs,2013.0,27-feb-2015,stationwagon,"parf car, direct owner sale",auto,1795.0,331.0,,4163.0,3.0,37660.0,66751.0,4206.0,111592.0,106800.0,90910.0,135638.0,220000.0
152,,wish,2009.0,29-dec-2009,mpv,coe car,auto,1380.0,106.0,,1987.0,2.0,8870.0,17706.0,1438.0,9498.0,73207.97487437187,22003.0,22003.0,26200.0
153,mercedes-benz,a200,2019.0,30-jul-2021,luxury sedan,"parf car, almost new car, premium ad car, low mileage car",auto,1385.0,120.0,,1332.0,1.0,14040.0,58001.0,586.0,82527.0,652.0,31542.0,36159.0,172700.0
154,kia,sorento,2010.0,27-oct-2010,suv,coe car,auto,1838.0,128.0,,2359.0,4.0,12520.0,34935.0,1797.0,31805.0,73207.97487437187,24506.0,24506.0,125400.0
155,,shuttle,2018.0,29-aug-2019,stationwagon,"parf car, premium ad car, hybrid cars",auto,1190.0,101.0,petrol-electric,1496.0,2.0,17120.0,40001.0,682.0,42421.0,33700.0,22729.0,13821.0,158500.0
156,toyota,land,2019.0,19-feb-2020,suv,"parf car, low mileage car",auto,2100.0,120.0,,2693.0,1.0,23340.0,30890.0,2026.0,69180.0,20.0,46622.0,57271.0,249500.0
157,,jazz,2015.0,18-jan-2016,hatchback,"parf car, direct owner sale",auto,1046.0,96.0,,1498.0,2.0,10610.0,59200.0,684.0,33340.0,78000.0,15417.0,10417.0,57100.0
158,audi,a5,2010.0,10-dec-2010,luxury sedan,"coe car, direct owner sale",auto,1525.0,132.0,,1984.0,6.0,9300.0,33568.0,1313.0,29521.0,137888.0,41227.0,41227.0,90000.0
159,suzuki,swift,2008.0,12-dec-2008,hatchback,"coe car, premium ad car",manual,1090.0,92.0,,1586.0,3.0,7150.0,27571.0,957.0,19987.0,240000.0,15452.0,15452.0,57000.0
160,,cerato,2010.0,12-apr-2011,mid-sized sedan,"coe car, low mileage car",auto,1261.0,91.1,,1591.0,3.0,7500.0,18238.0,812.0,15570.0,103000.0,13608.0,13608.0,35200.0
161,bmw,420i,2020.0,04-nov-2020,sports car,"parf car, almost new car",auto,1525.0,135.0,,1998.0,1.0,20410.0,39889.0,1210.0,82136.0,8000.0,49026.0,60637.0,239800.0
162,nissan,x-trail,2016.0,19-dec-2016,suv,"parf car, premium ad car",auto,1626.0,106.0,,1997.0,1.0,11050.0,46229.0,1210.0,42972.0,73207.97487437187,23227.0,24518.0,78100.0
163,audi,a1,2020.0,10-sep-2020,hatchback,"parf car, almost new car, premium ad car",auto,1200.0,85.0,,999.0,1.0,10610.0,37766.0,392.0,53328.0,11300.0,23964.0,25550.0,119700.0
164,toyota,sienta,2008.0,16-sep-2008,mpv,"coe car, premium ad car",auto,1220.0,81.0,,1496.0,4.0,6630.0,32339.0,887.0,22841.0,214234.0,15528.0,15528.0,51500.0
165,porsche,cayenne,2011.0,28-oct-2011,suv,coe car,auto,2105.0,220.0,,3598.0,5.0,15410.0,32914.0,3322.0,29695.0,142000.0,73369.0,73369.0,152900.0
166,,amg,2019.0,27-dec-2020,luxury sedan,"parf car, almost new car, premium ad car, low mileage car",auto,1410.0,100.0,,1332.0,1.0,16440.0,41001.0,586.0,63116.0,100.0,36076.0,42507.0,192300.0
167,mercedes-benz,s300l,2012.0,15-mar-2013,luxury sedan,"parf car, low mileage car",auto,1850.0,170.0,,2997.0,2.0,25350.0,96101.0,2382.0,61654.0,78500.0,84972.0,84972.0,90000.0
168,nissan,nv350,2021.0,24-aug-2021,van,"almost new car, premium ad car",auto,1700.0,133.66807772380292,petrol,1998.0,1.0,5800.0,25808.0,1341.5123687119956,25759.0,73207.97487437187,23958.0,1198.0,63700.0
169,fiat,doblo,2013.0,20-may-2014,van,direct owner sale,manual,1360.0,133.66807772380292,diesel,1248.0,3.0,7000.0,36301.0,1341.5123687119956,9856.0,73207.97487437187,18262.0,914.0,20900.0
170,,shuttle,2017.0,21-dec-2017,stationwagon,"parf car, premium ad car, hybrid cars",auto,1190.0,101.0,petrol-electric,1496.0,2.0,10640.0,54334.0,682.0,37678.0,40000.0,24387.0,5000.0,76800.0
171,volkswagen,polo,2010.0,26-may-2010,hatchback,coe car,auto,1129.0,63.0,,1390.0,4.0,8210.0,16438.0,744.0,12331.0,138000.0,15068.0,15068.0,33900.0
172,mercedes-benz,a45,2013.0,01-oct-2013,sports car,"parf car, premium ad car",auto,1555.0,265.0,,1991.0,2.0,32550.0,77110.0,1202.0,58681.0,120000.0,55160.0,71288.0,113100.0
173,bmw,520i,2017.0,08-dec-2017,luxury sedan,"parf car, consignment car",auto,1530.0,135.0,,1998.0,1.0,18190.0,48005.0,1210.0,74308.0,37000.0,47763.0,58869.0,158200.0
174,honda,shuttle,2017.0,10-jan-2018,stationwagon,parf car,auto,1130.0,97.0,,1496.0,1.0,9720.0,41400.0,682.0,33642.0,48000.0,19649.0,9649.0,73500.0
175,,civic,2015.0,05-nov-2015,mid-sized sedan,"parf car, premium ad car",auto,1225.0,92.0,,1598.0,1.0,9920.0,57301.0,742.0,39687.0,83000.0,21669.0,22337.0,58100.0
176,mitsubishi,attrage,2018.0,26-jul-2018,mid-sized sedan,"opc car, parf car, premium ad car, low mileage car",auto,940.0,59.0,,1193.0,1.0,6220.0,8000.0,70.0,9286.0,19972.0,13542.0,5000.0,50100.0
177,,stream,2008.0,09-oct-2009,mpv,coe car,auto,1350.0,103.0,,1799.0,3.0,7300.0,18751.0,1174.0,11713.0,120555.0,19298.0,19298.0,25100.0
178,mercedes-benz,gla180,2018.0,13-jun-2018,suv,parf car,auto,1435.0,90.0,,1595.0,1.0,13460.0,38510.0,740.0,50581.0,86000.0,28937.0,32512.0,118600.0
179,honda,vezel,2016.0,25-jun-2018,suv,"parf car, direct owner sale, low mileage car, hybrid cars",auto,1310.0,112.0,petrol-electric,1496.0,1.0,10990.0,32800.0,682.0,42233.0,4000.0,29650.0,23510.0,95600.0
180,mercedes-benz,g350,2011.0,30-jan-2012,suv,"parf car, low mileage car",auto,2590.0,155.0,diesel,2987.0,1.0,14484.37163485071,65801.0,3366.0,46589.0,69889.0,87518.0,87518.0,280800.0
181,audi,a3,2017.0,06-dec-2017,luxury sedan,parf car,auto,1280.0,85.0,,999.0,1.0,12910.0,46791.0,392.0,40985.0,38000.0,23895.0,15453.0,97700.0
182,toyota,corolla,2008.0,20-mar-2009,mid-sized sedan,coe car,auto,1195.0,80.0,,1598.0,3.0,7990.0,12763.0,965.0,6553.0,73207.97487437187,16167.0,16167.0,22600.0
183,mitsubishi,lancer,2009.0,30-sep-2009,mid-sized sedan,coe car,auto,1313.0,80.0,,1499.0,3.0,8650.0,14743.0,821.0,9137.0,130000.0,18868.0,18868.0,29500.0
184,mercedes-benz,amg,2017.0,16-nov-2018,sports car,"parf car, premium ad car, low mileage car",auto,1525.0,135.0,,1991.0,1.0,18990.0,32302.0,1202.0,64638.0,19738.0,45031.0,55044.0,181300.0
185,,hiace,2016.0,16-may-2017,van,-,auto,1800.0,133.66807772380292,diesel,2982.0,1.0,11530.0,26029.0,1341.5123687119956,14897.0,51313.0,35616.0,1781.0,72600.0
186,mercedes-benz,b180,2019.0,17-dec-2019,hatchback,"parf car, premium ad car",auto,1405.0,100.0,,1332.0,1.0,13660.0,37000.0,586.0,55794.0,30326.0,29676.0,33547.0,142900.0
187,nissan,sylphy,2018.0,25-aug-2018,mid-sized sedan,"parf car, premium ad car",auto,1205.0,85.0,,1598.0,1.0,8080.0,33798.0,742.0,35982.0,72345.0,16419.0,16419.0,71300.0
188,mercedes-benz,cla200,2019.0,21-aug-2019,luxury sedan,"parf car, consignment car",auto,1420.0,120.0,,1332.0,1.0,17920.0,34000.0,586.0,58932.0,25000.0,36077.0,42508.0,180200.0
189,bentley,continental,2015.0,30-sep-2016,sports car,"parf car, rare & exotic, premium ad car, low mileage car",auto,2295.0,373.0,,3993.0,1.0,66090.0,55501.0,3940.0,244399.0,16000.0,175777.0,288399.0,526700.0
190,bmw,535i,2010.0,24-may-2011,luxury sedan,coe car,auto,1775.0,225.0,,2979.0,3.0,11550.0,42683.0,2598.0,40216.0,115000.0,55335.0,55335.0,119700.0
191,mercedes-benz,c180,2012.0,03-dec-2012,sports car,parf car,auto,1505.0,115.0,,1595.0,1.0,18360.0,71001.0,740.0,27129.0,132922.0,32915.0,32915.0,43800.0
192,,avante,2009.0,05-mar-2009,mid-sized sedan,coe car,auto,1264.0,89.7,,1591.0,3.0,5830.0,25727.0,959.0,19341.0,73207.97487437187,11888.0,11888.0,48200.0
193,toyota,corolla,2008.0,29-nov-2008,mid-sized sedan,coe car,auto,1195.0,80.0,,1598.0,4.0,7880.0,14835.0,965.0,6706.0,149400.0,16084.0,16084.0,19600.0
194,mercedes-benz,amg,2014.0,03-dec-2014,luxury sedan,parf car,auto,1935.0,245.0,,2996.0,1.0,28920.0,71990.0,2382.0,118878.0,100000.0,97016.0,146629.0,184800.0
195,lexus,es,2018.0,24-apr-2018,luxury sedan,"opc car, parf car, low mileage car, hybrid cars",auto,1705.0,151.0,petrol-electric,2494.0,1.0,16480.0,20330.0,1292.0,55467.0,18500.0,45633.0,55887.0,151600.0
196,mitsubishi,evolution,2006.0,07-dec-2006,sports car,"coe car, premium ad car, low mileage car",manual,1410.0,206.0,,1997.0,6.0,24600.0,55187.0,1815.0,29166.0,97000.0,29370.0,32307.0,143000.0
197,ferrari,599,2008.0,21-jan-2009,sports car,"coe car, rare & exotic, consignment car, low mileage car",auto,1690.0,456.0,,5999.0,1.0,49250.0,31335.0,9199.0,23222.0,88000.0,410321.0,410321.0,401500.0
198,bmw,x3,2016.0,15-jul-2016,suv,parf car,auto,1680.0,135.0,,1997.0,1.0,16500.0,56002.0,1210.0,55911.0,87000.0,34969.0,40957.0,110900.0
200,toyota,hiace,2014.0,06-nov-2014,van,premium ad car,manual,1740.0,133.66807772380292,diesel,2982.0,1.0,12130.0,49889.0,1341.5123687119956,15964.0,73207.97487437187,27502.0,1376.0,42700.0
201,mercedes-benz,a250,2013.0,11-sep-2013,hatchback,"parf car, low mileage car",auto,1465.0,155.0,,1991.0,3.0,18050.0,76607.0,1202.0,34755.0,74000.0,32021.0,31830.0,58100.0
202,mercedes-benz,cla200,2018.0,12-sep-2018,luxury sedan,"parf car, premium ad car, low mileage car",auto,1395.0,115.0,,1595.0,1.0,14830.0,32429.0,740.0,48221.0,20000.0,30019.0,34027.0,132900.0
203,maserati,granturismo,2012.0,16-mar-2012,sports car,"coe car, premium ad car, low mileage car",auto,1880.0,298.0,,4244.0,2.0,17970.0,41823.61992102917,4332.0,44184.92604233483,68000.0,98923.0,98923.0,197800.0
204,honda,mobilio,2016.0,21-oct-2016,mpv,"parf car, premium ad car, low mileage car",auto,1160.0,88.0,,1497.0,1.0,14484.37163485071,41823.61992102917,684.0,44184.92604233483,12174.0,18980.0,38619.728507336,72400.0
205,toyota,hiace,2017.0,29-nov-2017,van,premium ad car,manual,1800.0,133.66807772380292,diesel,2982.0,1.0,9550.0,21560.0,1341.5123687119956,13503.0,73207.97487437187,31369.0,1569.0,65800.0
206,volkswagen,golf,2011.0,15-mar-2012,sports car,"coe car, premium ad car, low mileage car",auto,1503.0,118.0,,1390.0,3.0,7980.0,41823.61992102917,620.0,44184.92604233483,88000.0,34860.0,34860.0,87800.0
207,toyota,camry,2020.0,26-mar-2021,luxury sedan,"parf car, direct owner sale, almost new car, hybrid cars",auto,1570.0,160.0,petrol-electric,2487.0,1.0,13690.0,47001.0,1784.0,62721.0,4379.0,33252.0,23553.0,157300.0
208,mercedes-benz,amg,2020.0,30-mar-2021,suv,"parf car, almost new car, premium ad car, low mileage car",auto,1554.5509259259259,120.0,,1332.0,1.0,17220.0,47001.0,586.0,77753.0,11.0,36804.0,43526.0,205700.0
209,,stream,2008.0,12-aug-2008,mpv,"coe car, premium ad car",auto,1370.0,103.0,,1799.0,4.0,7840.0,17496.0,1271.0,6864.0,157605.0,19860.0,19860.0,16900.0
210,mercedes-benz,a250,2016.0,16-dec-2016,hatchback,"parf car, direct owner sale",auto,1455.0,160.0,,1991.0,1.0,17630.0,57903.0,1202.0,55065.0,59000.0,28877.0,32428.0,120800.0
211,nissan,qashqai,2015.0,24-oct-2015,suv,"parf car, premium ad car",auto,1285.0,85.0,,1197.0,1.0,10150.0,55399.0,508.0,32353.0,119900.0,18413.0,13413.0,53700.0
212,honda,civic,2009.0,19-may-2011,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,1219.0,103.0,,1799.0,3.0,9090.0,23851.0,1076.0,21943.0,72000.0,25597.0,25597.0,46000.0
213,,fit,2018.0,25-jul-2018,hatchback,"parf car, hybrid cars",auto,1080.0,101.0,petrol-electric,1496.0,1.0,9400.0,31001.0,682.0,27095.0,52843.0,17543.0,7543.0,75700.0
214,,harrier,2016.0,23-sep-2016,suv,parf car,auto,1610.0,111.0,,1986.0,2.0,12720.0,55501.0,1196.0,52500.0,83000.0,32436.0,32411.0,88900.0
215,toyota,c-hr,2017.0,09-oct-2017,suv,"parf car, hybrid cars",auto,1440.0,90.0,petrol-electric,1797.0,1.0,11330.0,49000.0,974.0,33185.0,46000.0,27129.0,5000.0,79100.0
216,lexus,nx,2018.0,13-sep-2018,suv,parf car,auto,1755.0,175.0,,1998.0,2.0,16480.0,32001.0,1210.0,59382.0,60000.0,40767.0,49074.0,154900.0
217,,cerato,2009.0,10-jun-2009,mid-sized sedan,"coe car, direct owner sale",auto,1251.0,92.7,,1591.0,2.0,6430.0,27886.0,959.0,21667.0,73207.97487437187,11207.0,11207.0,55000.0
218,porsche,911,2010.0,02-dec-2011,sports car,"coe car, premium ad car, low mileage car",auto,1505.0,254.0,,3614.0,3.0,28860.0,41823.61992102917,3346.0,44184.92604233483,68027.0,108132.0,108132.0,317700.0
219,tesla,model,2019.0,,suv,"imported used vehicle, coe car, rare & exotic, electric cars",auto,1554.5509259259259,133.66807772380292,electric,2075.3915593445795,2.035421192372677,14484.37163485071,10.0,1341.5123687119956,44184.92604233483,73207.97487437187,131975.0,38619.728507336,548900.0
220,,wish,2009.0,16-mar-2009,mpv,"coe car, low mileage car",auto,1310.0,97.0,,1794.0,2.0,8520.0,16509.0,1264.0,8440.0,112338.0,18662.0,18662.0,24000.0
221,hino,xzu710r,2019.0,13-sep-2019,truck,premium ad car,manual,2460.0,133.66807772380292,diesel,4009.0,1.0,9660.0,25089.0,1341.5123687119956,20209.0,73207.97487437187,33977.0,1699.0,85600.0
222,nissan,nv200,2021.0,27-aug-2021,van,"almost new car, premium ad car",auto,1220.0,133.66807772380292,petrol,1597.0,1.0,5600.0,31116.0,1341.5123687119956,31031.0,73207.97487437187,19270.0,964.0,61500.0
223,,corolla,2010.0,13-sep-2010,mid-sized sedan,"coe car, direct owner sale",auto,1195.0,80.0,,1598.0,2.0,7170.0,16570.0,816.0,13310.0,160000.0,16680.0,16680.0,31700.0
224,lamborghini,aventador,2013.0,25-mar-2013,sports car,"parf car, direct owner sale, low mileage car",auto,1690.0,515.0,,6498.0,5.0,365250.0,97889.0,7856.0,214848.0,25000.0,363195.0,363195.0,833800.0
225,,cerato,2015.0,15-oct-2015,mid-sized sedan,"parf car, premium ad car",auto,1295.0,95.3,,1591.0,2.0,9380.0,55399.0,738.0,32969.0,73207.97487437187,14618.0,14618.0,50400.0
226,mercedes-benz,s300l,2007.0,11-jun-2007,luxury sedan,"coe car, low mileage car",auto,1850.0,170.0,,2997.0,1.0,11010.0,52491.0,3573.0,30272.0,113000.0,81510.0,89661.0,69800.0
227,honda,n-box,2019.0,15-oct-2020,hatchback,"parf car, almost new car, premium ad car, low mileage car",auto,1554.5509259259259,43.0,,658.0,1.0,9010.0,36534.0,326.0,38661.0,86.0,17013.0,7013.0,94500.0
228,lexus,es,2020.0,25-aug-2020,luxury sedan,parf car,auto,1620.0,152.0,,2487.0,1.0,15940.0,37102.0,1784.0,69429.0,12238.0,40210.0,48294.0,183500.0
229,hyundai,elantra,2011.0,14-sep-2011,mid-sized sedan,coe car,auto,1267.0,95.6,,1591.0,3.0,7100.0,41823.61992102917,738.0,44184.92604233483,113258.0,10896.0,10896.0,39000.0
230,toyota,corolla,2009.0,15-may-2009,mid-sized sedan,"coe car, premium ad car",auto,1195.0,80.0,,1598.0,4.0,6780.0,13088.0,965.0,6870.0,73207.97487437187,17500.0,16906.0,19600.0
231,bmw,528i,2015.0,29-feb-2016,luxury sedan,"parf car, premium ad car",auto,1845.0,180.0,,1997.0,2.0,19820.0,45009.0,1210.0,65536.0,102502.0,51454.0,64618.0,134000.0
232,bmw,216i,2017.0,29-aug-2017,mpv,parf car,auto,1480.0,75.0,,1499.0,1.0,12690.0,42900.0,684.0,49063.0,61677.0,27881.0,31034.0,101000.0
233,hyundai,elantra,2016.0,31-may-2016,mid-sized sedan,"opc car, parf car",auto,1345.0,93.8,,1591.0,1.0,7400.0,30020.0,238.0,23408.0,114761.0,13007.0,13007.0,46000.0
234,toyota,wish,2009.0,13-aug-2009,mpv,"coe car, low mileage car",auto,1340.0,106.0,,1797.0,3.0,6890.0,39936.0,1169.0,31752.0,112000.0,22481.0,22481.0,60300.0
235,bmw,216i,2018.0,28-dec-2018,mpv,"parf car, premium ad car",auto,1490.0,80.0,,1499.0,1.0,12230.0,25501.0,684.0,45714.0,34183.0,31412.0,35977.0,118600.0
236,toyota,corolla,2018.0,28-feb-2018,mid-sized sedan,parf car,auto,1230.0,96.0,,1598.0,1.0,9800.0,40000.0,742.0,40855.0,73000.0,19741.0,19741.0,81100.0
237,audi,a6,2011.0,29-feb-2012,luxury sedan,"coe car, premium ad car",auto,1565.0,132.0,,1984.0,1.0,9690.0,41823.61992102917,1194.0,44184.92604233483,73207.97487437187,44388.0,44388.0,106700.0
238,bmw,116d,2016.0,27-may-2016,hatchback,"parf car, consignment car",auto,1350.0,85.0,diesel,1496.0,2.0,11800.0,49501.0,1082.0,29244.0,79000.0,23325.0,9655.0,67000.0
239,bmw,x1,2020.0,06-oct-2020,suv,"parf car, almost new car, premium ad car",auto,1430.0,103.0,,1499.0,1.0,13640.0,41510.0,684.0,68681.0,14157.0,35079.0,41111.0,159400.0
240,mercedes-benz,coupe,2015.0,08-jan-2016,suv,parf car,auto,2180.0,245.0,,2996.0,3.0,37270.0,60001.0,2382.0,96883.0,70000.0,71716.0,101089.0,234100.0
241,mini,cooper,2010.0,31-may-2010,hatchback,"coe car, premium ad car",auto,1105.0,90.0,,1598.0,6.0,6560.0,32875.0,890.0,28822.0,73207.97487437187,23513.0,23513.0,63300.0
242,mitsubishi,eclipse,2019.0,25-sep-2019,suv,"parf car, premium ad car",auto,1490.0,120.0,,1499.0,3.0,11350.0,36001.0,684.0,52366.0,31000.0,28035.0,31249.0,117500.0
243,toyota,sienta,2019.0,26-mar-2020,mpv,"parf car, low mileage car, hybrid cars",auto,1380.0,73.0,petrol-electric,1496.0,1.0,9460.0,31210.0,682.0,39707.0,13254.0,25151.0,17212.0,98800.0
244,nissan,note,2017.0,26-oct-2017,hatchback,"parf car, consignment car",auto,1088.0,72.0,,1198.0,2.0,8280.0,41617.0,508.0,30057.0,60000.0,15840.0,5840.0,59400.0
245,mercedes-benz,c180,2012.0,27-mar-2013,luxury sedan,"parf car, premium ad car",auto,1485.0,115.0,,1595.0,2.0,17430.0,74689.0,740.0,28954.0,150000.0,31873.0,31623.0,47100.0
246,mitsubishi,fuso,2014.0,11-nov-2014,truck,premium ad car,manual,2500.0,133.66807772380292,diesel,2998.0,1.0,11140.0,61000.0,1341.5123687119956,19604.0,73207.97487437187,30668.0,1534.0,39400.0
247,skoda,octavia,2019.0,13-aug-2020,mid-sized sedan,"parf car, premium ad car",auto,1577.0,180.0,,1984.0,1.0,15250.0,35001.0,1194.0,53411.0,10500.0,26681.0,29354.0,166600.0
248,,vezel,2016.0,25-jul-2016,suv,parf car,auto,1190.0,96.0,,1496.0,2.0,9910.0,55200.0,682.0,34261.0,95000.0,20132.0,10185.0,59200.0
249,nissan,nv200,2020.0,14-jun-2021,van,"almost new car, premium ad car",auto,1220.0,133.66807772380292,petrol,1597.0,2.0,5590.0,30277.0,1341.5123687119956,29688.0,73207.97487437187,22646.0,1133.0,60300.0
250,honda,fit,2008.0,24-sep-2008,hatchback,"coe car, low mileage car",auto,1010.0,73.0,,1339.0,3.0,8660.0,16170.0,767.0,6725.0,128502.0,11639.0,11639.0,19800.0
251,mini,one,2020.0,22-sep-2020,hatchback,"parf car, almost new car",auto,1350.0,75.0,,1499.0,1.0,12830.0,37766.0,684.0,61930.0,13000.0,32038.0,36854.0,148400.0
252,mercedes-benz,s400l,2013.0,06-jan-2014,luxury sedan,"parf car, premium ad car, low mileage car, hybrid cars, sgcarmart warranty cars",auto,1945.0,245.0,petrol-electric,3498.0,1.0,37010.0,84578.0,3164.0,108022.0,26000.0,100116.0,147209.0,175800.0
253,,civic,2008.0,21-aug-2008,mid-sized sedan,"coe car, premium ad car",auto,1220.0,92.0,,1595.0,3.0,7440.0,34197.0,962.0,23910.0,73207.97487437187,18728.0,18728.0,57200.0
254,,civic,2009.0,26-apr-2011,mid-sized sedan,coe car,auto,1219.0,103.0,,1799.0,2.0,9100.0,23658.0,1076.0,22089.0,73207.97487437187,25843.0,25843.0,46800.0
255,mazda,2,2016.0,04-nov-2016,stationwagon,"parf car, low mileage car",auto,1531.0,141.0,,2488.0,1.0,11690.0,56956.0,1786.0,53464.0,38238.0,28680.0,32152.0,84500.0
256,land rover,discovery,2017.0,15-aug-2017,suv,"parf car, premium ad car",auto,1945.0,110.0,diesel,1999.0,1.0,17900.0,52751.0,1812.0,70652.0,49000.0,42996.0,52195.0,146300.0
257,toyota,wish,2006.0,25-may-2007,mpv,coe car,auto,1300.0,97.0,,1794.0,3.0,9390.0,26246.0,1458.0,3912.0,214890.0,20286.0,22315.0,7700.0
258,hyundai,elantra,2017.0,27-oct-2017,mid-sized sedan,"parf car, premium ad car",auto,1345.0,93.8,,1591.0,1.0,8580.0,42902.0,738.0,35506.0,65000.0,12032.0,12032.0,64900.0
259,hyundai,santa,2016.0,21-oct-2016,suv,parf car,auto,1891.0,138.0,,2359.0,2.0,13760.0,57002.0,1634.0,53192.0,79000.0,28382.0,31735.0,95500.0
260,honda,jazz,2016.0,26-jul-2016,hatchback,parf car,auto,1046.0,96.0,,1498.0,2.0,10710.0,55200.0,684.0,35737.0,66000.0,17273.0,12273.0,64700.0
261,porsche,panamera,2011.0,02-sep-2011,sports car,"coe car, premium ad car, low mileage car",auto,1760.0,300.0,,3605.0,2.0,15870.0,41823.61992102917,3332.0,44184.92604233483,98000.0,105735.0,105735.0,174700.0
262,mazda,3,2018.0,17-may-2018,mid-sized sedan,parf car,auto,1310.0,88.0,,1496.0,2.0,8680.0,38941.0,682.0,37335.0,42427.0,14843.0,14843.0,72400.0
263,audi,a7,2016.0,30-jun-2016,luxury sedan,"parf car, low mileage car",auto,1730.0,185.0,,1984.0,1.0,19780.0,51010.0,1194.0,76717.0,28280.0,56821.0,74278.0,146300.0
264,honda,fit,2020.0,17-jun-2021,hatchback,"parf car, almost new car, premium ad car, low mileage car",auto,1070.0,72.0,,1317.0,1.0,8410.0,41801.0,578.0,44772.0,88.0,17089.0,5000.0,93500.0
